CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State,Lat,Lon
19048515,DISTURBANCE,08/29/2019 12:00:00 AM,23:29,DISORDERLY CONDUCT,4,02/08/2020 07:00:14 AM,"UNIVERSITY AVE
Berkeley, CA",UNIVERSITY AVE,Berkeley,CA,,
19048149,FRAUD/FORGERY,08/22/2019 12:00:00 AM,12:00,FRAUD,4,02/08/2020 07:00:14 AM,"2500 ETNA ST
Berkeley, CA",2500 ETNA ST,Berkeley,CA,,
19065601,IDENTITY THEFT,07/01/2019 12:00:00 AM,00:00,FRAUD,1,02/08/2020 07:00:11 AM,"1100 WALNUT ST
Berkeley, CA
(37.887961, -122.269822)",1100 WALNUT ST,Berkeley,CA,37.887961,-122.26982199999999
19041411,VANDALISM,07/29/2019 12:00:00 AM,03:30,VANDALISM,1,02/08/2020 07:00:13 AM,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,Berkeley,CA,37.865511,-122.30996699999999
19043603,VANDALISM,08/08/2019 12:00:00 AM,01:20,VANDALISM,4,02/08/2020 07:00:13 AM,"2500 SAN PABLO AV
Berkeley, CA
(37.861078, -122.289632)",2500 SAN PABLO AV,Berkeley,CA,37.861078000000006,-122.28963200000001
19046163,DISTURBANCE,08/19/2019 12:00:00 AM,23:54,DISORDERLY CONDUCT,1,02/08/2020 07:00:13 AM,"1100 EASTSHORE HW
Berkeley, CA
(37.885683, -122.308114)",1100 EASTSHORE HW,Berkeley,CA,37.885683,-122.30811399999999
19091428,BURGLARY AUTO,07/18/2019 12:00:00 AM,21:25,BURGLARY - VEHICLE,4,02/08/2020 07:00:12 AM,"1900 UNIVERSITY AV
Berkeley, CA
(37.871544, -122.272714)",1900 UNIVERSITY AV,Berkeley,CA,37.871544,-122.272714
19042765,THEFT MISD. (UNDER $950),08/04/2019 12:00:00 AM,13:15,LARCENY,0,02/08/2020 07:00:13 AM,"2100 SHATTUCK AV
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AV,Berkeley,CA,37.871167,-122.268285
19043970,SEXUAL ASSAULT MISD.,08/07/2019 12:00:00 AM,17:00,SEX CRIME,3,02/08/2020 07:00:13 AM,"1400 BONITA AV
Berkeley, CA
(37.881433, -122.272921)",1400 BONITA AV,Berkeley,CA,37.881433,-122.272921
19091552,BURGLARY AUTO,08/01/2019 12:00:00 AM,22:45,BURGLARY - VEHICLE,4,02/08/2020 07:00:13 AM,"1500 ACTON ST
Berkeley, CA
(37.878051, -122.285222)",1500 ACTON ST,Berkeley,CA,37.878051,-122.28522199999999
19091430,BURGLARY AUTO,07/18/2019 12:00:00 AM,20:00,BURGLARY - VEHICLE,4,02/08/2020 07:00:12 AM,"900 GILMAN ST
Berkeley, CA
(37.879677, -122.299779)",900 GILMAN ST,Berkeley,CA,37.879677,-122.299779
19091868,IDENTITY THEFT,08/02/2019 12:00:00 AM,17:45,FRAUD,5,02/08/2020 07:00:14 AM,"1400 VIRGINIA ST
Berkeley, CA
(37.874575, -122.284796)",1400 VIRGINIA ST,Berkeley,CA,37.874575,-122.284796
19045413,VANDALISM,08/14/2019 12:00:00 AM,18:30,VANDALISM,3,02/08/2020 07:00:13 AM,"1400 NINTH ST
Berkeley, CA
(37.878274, -122.297556)",1400 NINTH ST,Berkeley,CA,37.878274,-122.297556
19071253,SEXUAL ASSAULT FEL.,08/04/2019 12:00:00 AM,22:00,SEX CRIME,0,02/08/2020 07:00:12 AM,"DELAWARE STREET & SHATTUCK AV
Berkeley, CA
(37.874781, -122.268758)",DELAWARE STREET & SHATTUCK AV,Berkeley,CA,37.874781,-122.268758
19046950,IDENTITY THEFT,07/04/2019 12:00:00 AM,00:00,FRAUD,4,02/08/2020 07:00:13 AM,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
19047236,BURGLARY COMMERCIAL,08/23/2019 12:00:00 AM,11:45,BURGLARY - COMMERCIAL,5,02/08/2020 07:00:14 AM,"900 UNIVERSITY AV
Berkeley, CA
(37.868263, -122.296013)",900 UNIVERSITY AV,Berkeley,CA,37.868263,-122.29601299999999
19091454,VANDALISM,07/15/2019 12:00:00 AM,03:15,VANDALISM,1,02/08/2020 07:00:13 AM,"1000 MURRAY ST
Berkeley, CA
(37.851203, -122.289129)",1000 MURRAY ST,Berkeley,CA,37.851203000000005,-122.289129
19091713,THEFT MISD. (UNDER $950),08/20/2019 12:00:00 AM,06:50,LARCENY,2,02/08/2020 07:00:13 AM,"1800 SAN LORENZO AVE
Berkeley, CA
(37.894256, -122.281603)",1800 SAN LORENZO AVE,Berkeley,CA,37.894256,-122.281603
19045495,ASSAULT/BATTERY MISD.,08/16/2019 12:00:00 AM,17:50,ASSAULT,5,02/08/2020 07:00:13 AM,"2200 SHATTUCK AV
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AV,Berkeley,CA,37.869363,-122.268028
19046960,BURGLARY COMMERCIAL,08/23/2019 12:00:00 AM,02:27,BURGLARY - COMMERCIAL,5,02/08/2020 07:00:14 AM,"1800 SOLANO AV
Berkeley, CA
(37.891332, -122.279975)",1800 SOLANO AV,Berkeley,CA,37.891332,-122.279975
19091416,THEFT MISD. (UNDER $950),07/17/2019 12:00:00 AM,14:30,LARCENY,3,02/08/2020 07:00:12 AM,"1300 ALCATRAZ AV
Berkeley, CA
(37.847442, -122.281175)",1300 ALCATRAZ AV,Berkeley,CA,37.847442,-122.281175
19044126,VANDALISM,08/09/2019 12:00:00 AM,17:00,VANDALISM,5,02/08/2020 07:00:13 AM,"2700 SHATTUCK AV
Berkeley, CA
(37.859802, -122.267177)",2700 SHATTUCK AV,Berkeley,CA,37.859802,-122.267177
19045540,ALCOHOL OFFENSE,08/16/2019 12:00:00 AM,21:31,LIQUOR LAW VIOLATION,5,02/08/2020 07:00:13 AM,"1400 SHATTUCK AV
Berkeley, CA
(37.881957, -122.269551)",1400 SHATTUCK AV,Berkeley,CA,37.881957,-122.269551
19036903,THEFT MISD. (UNDER $950),07/07/2019 12:00:00 AM,18:40,LARCENY,0,02/08/2020 07:00:08 AM,"2300 SHATTUCK AV
Berkeley, CA
(37.867157, -122.2678)",2300 SHATTUCK AV,Berkeley,CA,37.867157,-122.2678
19038031,DOMESTIC VIOLENCE,07/13/2019 12:00:00 AM,02:17,FAMILY OFFENSE,6,02/08/2020 07:00:12 AM,"BANCROFT WY & FULTON ST
Berkeley, CA
(37.867831, -122.265858)",BANCROFT WY & FULTON ST,Berkeley,CA,37.867831,-122.26585800000001
19046537,THEFT MISD. (UNDER $950),08/21/2019 12:00:00 AM,13:17,LARCENY,3,02/08/2020 07:00:14 AM,"2900 COLLEGE AV
Berkeley, CA
(37.858356, -122.253179)",2900 COLLEGE AV,Berkeley,CA,37.858356,-122.253179
19048622,BURGLARY AUTO,08/30/2019 12:00:00 AM,10:30,BURGLARY - VEHICLE,5,02/08/2020 07:00:14 AM,"1100 6TH ST
Berkeley, CA
(37.882217, -122.302226)",1100 6TH ST,Berkeley,CA,37.882217,-122.302226
19038112,VANDALISM,07/13/2019 12:00:00 AM,14:00,VANDALISM,6,02/08/2020 07:00:09 AM,"HEARST AV & MARTIN LUTHER KING JR WY
Berkeley, CA
(37.873327, -122.273214)",HEARST AV & MARTIN LUTHER KING JR WY,Berkeley,CA,37.873327,-122.273214
19042088,VEHICLE STOLEN,07/29/2019 12:00:00 AM,09:30,MOTOR VEHICLE THEFT,1,02/08/2020 07:00:13 AM,"SAN PABLO AV & BLAKE ST
Berkeley, CA
(37.860265, -122.289213)",SAN PABLO AV & BLAKE ST,Berkeley,CA,37.860265000000005,-122.28921299999999
19038265,THEFT FROM AUTO,07/13/2019 12:00:00 AM,00:01,LARCENY - FROM VEHICLE,6,02/08/2020 07:00:09 AM,"2000 5TH ST
Berkeley, CA
(37.867271, -122.298682)",2000 5TH ST,Berkeley,CA,37.867271,-122.298682
19091444,BURGLARY AUTO,07/20/2019 12:00:00 AM,13:05,BURGLARY - VEHICLE,6,02/08/2020 07:00:12 AM,"100 UNIVERSITY AV
Berkeley, CA
(37.86331, -122.316113)",100 UNIVERSITY AV,Berkeley,CA,37.86331,-122.31611299999999
19091347,VANDALISM,07/08/2019 12:00:00 AM,18:00,VANDALISM,1,02/08/2020 07:00:09 AM,"2100 DWIGHT WY
Berkeley, CA
(37.863977, -122.267307)",2100 DWIGHT WY,Berkeley,CA,37.863977,-122.267307
19039710,BURGLARY RESIDENTIAL,07/21/2019 12:00:00 AM,01:00,BURGLARY - RESIDENTIAL,0,02/08/2020 07:00:12 AM,"1600 WOOLSEY ST
Berkeley, CA
(37.850899, -122.276174)",1600 WOOLSEY ST,Berkeley,CA,37.850899,-122.276174
19091482,BURGLARY AUTO,07/25/2019 12:00:00 AM,20:00,BURGLARY - VEHICLE,4,02/08/2020 07:00:13 AM,"2800 TELEGRAPH AVE
Berkeley, CA
(37.859309, -122.259291)",2800 TELEGRAPH AVE,Berkeley,CA,37.859309,-122.25929099999999
19091572,VANDALISM,08/05/2019 12:00:00 AM,06:50,VANDALISM,1,02/08/2020 07:00:13 AM,"1800 CHESTNUT ST
Berkeley, CA
(37.872099, -122.288323)",1800 CHESTNUT ST,Berkeley,CA,37.872099,-122.28832299999999
19091406,THEFT MISD. (UNDER $950),07/12/2019 12:00:00 AM,23:00,LARCENY,5,02/08/2020 07:00:09 AM,"2900 BENVENUE AV
Berkeley, CA
(37.858156, -122.254397)",2900 BENVENUE AV,Berkeley,CA,37.858156,-122.254397
19043301,FRAUD/FORGERY,08/06/2019 12:00:00 AM,22:04,FRAUD,2,02/08/2020 07:00:13 AM,"1900 MARIN AVE
Berkeley, CA
(37.888897, -122.276185)",1900 MARIN AVE,Berkeley,CA,37.888897,-122.27618500000001
19039574,VEHICLE STOLEN,07/19/2019 12:00:00 AM,18:00,MOTOR VEHICLE THEFT,5,02/08/2020 07:00:12 AM,"1300 VIRGINIA ST
Berkeley, CA
(37.874095, -122.288542)",1300 VIRGINIA ST,Berkeley,CA,37.874095000000004,-122.28854199999999
19041876,BURGLARY AUTO,07/31/2019 12:00:00 AM,16:20,BURGLARY - VEHICLE,3,02/08/2020 07:00:13 AM,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,Berkeley,CA,37.880228,-122.295798
19091478,BURGLARY AUTO,07/28/2019 12:00:00 AM,02:40,BURGLARY - VEHICLE,0,02/08/2020 07:00:13 AM,"1500 DWIGHT WAY
Berkeley, CA
(37.862202, -122.281026)",1500 DWIGHT WAY,Berkeley,CA,37.862202,-122.281026
19091455,BURGLARY AUTO,07/18/2019 12:00:00 AM,23:50,BURGLARY - VEHICLE,4,02/08/2020 07:00:13 AM,"700 CONTRA COSTA AV
Berkeley, CA
(37.896648, -122.277424)",700 CONTRA COSTA AV,Berkeley,CA,37.896648,-122.277424
19043592,BURGLARY COMMERCIAL,08/07/2019 12:00:00 AM,23:36,BURGLARY - COMMERCIAL,3,02/08/2020 07:00:13 AM,"2000 FRANCISCO ST
Berkeley, CA
(37.875391, -122.271141)",2000 FRANCISCO ST,Berkeley,CA,37.875391,-122.27114099999999
19045105,BURGLARY AUTO,08/14/2019 12:00:00 AM,22:15,BURGLARY - VEHICLE,3,02/08/2020 07:00:13 AM,"2000 SAN PABLO AV
Berkeley, CA
(37.868815, -122.292131)",2000 SAN PABLO AV,Berkeley,CA,37.868815000000005,-122.29213100000001
19091648,BURGLARY AUTO,08/11/2019 12:00:00 AM,06:15,BURGLARY - VEHICLE,0,02/08/2020 07:00:13 AM,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,Berkeley,CA,37.865511,-122.30996699999999
19091633,BURGLARY AUTO,08/11/2019 12:00:00 AM,21:00,BURGLARY - VEHICLE,0,02/08/2020 07:00:13 AM,"2700 CHANNING WY
Berkeley, CA
(37.867491, -122.254054)",2700 CHANNING WY,Berkeley,CA,37.867490999999994,-122.25405400000001
19091603,BURGLARY AUTO,08/07/2019 12:00:00 AM,22:35,BURGLARY - VEHICLE,3,02/08/2020 07:00:13 AM,"MILVIA ST.&UNIVERSITY AVE
Berkeley, CA",MILVIA ST.&UNIVERSITY AVE,Berkeley,CA,,
19040965,DISTURBANCE,07/27/2019 12:00:00 AM,04:00,DISORDERLY CONDUCT,6,02/08/2020 07:00:13 AM,"1000 DWIGHT WY
Berkeley, CA
(37.860732, -122.291369)",1000 DWIGHT WY,Berkeley,CA,37.860732,-122.29136899999999
19092077,THEFT MISD. (UNDER $950),08/10/2019 12:00:00 AM,14:00,LARCENY,6,02/08/2020 07:00:09 AM,"2200 CHANNING WAY
Berkeley, CA
(37.866037, -122.265618)",2200 CHANNING WAY,Berkeley,CA,37.866037,-122.26561799999999
19041577,VEHICLE STOLEN,07/29/2019 12:00:00 AM,19:00,MOTOR VEHICLE THEFT,1,02/08/2020 07:00:13 AM,"2100 WOOLSEY ST
Berkeley, CA
(37.852379, -122.266119)",2100 WOOLSEY ST,Berkeley,CA,37.852379,-122.26611899999999
19048805,THEFT MISD. (UNDER $950),08/30/2019 12:00:00 AM,18:00,LARCENY,5,02/08/2020 07:00:14 AM,"2400 PIEDMONT AV
Berkeley, CA
(37.867513, -122.25195)",2400 PIEDMONT AV,Berkeley,CA,37.867513,-122.25195
19045760,VEHICLE RECOVERED,08/17/2019 12:00:00 AM,21:33,RECOVERED VEHICLE,6,02/08/2020 07:00:13 AM,"1500 STUART ST
Berkeley, CA
(37.856968, -122.279544)",1500 STUART ST,Berkeley,CA,37.856968,-122.279544
19044100,THEFT MISD. (UNDER $950),08/10/2019 12:00:00 AM,04:00,LARCENY,6,02/08/2020 07:00:13 AM,"2400 BYRON ST
Berkeley, CA
(37.862473, -122.289019)",2400 BYRON ST,Berkeley,CA,37.862473,-122.289019
19044108,VEHICLE STOLEN,08/10/2019 12:00:00 AM,12:55,MOTOR VEHICLE THEFT,6,02/08/2020 07:00:13 AM,"2800 MILVIA ST
Berkeley, CA
(37.857592, -122.269186)",2800 MILVIA ST,Berkeley,CA,37.857592,-122.269186
19042475,FRAUD/FORGERY,07/10/2019 12:00:00 AM,05:00,FRAUD,3,02/08/2020 07:00:13 AM,"2000 HASTE ST
Berkeley, CA
(37.86456, -122.269954)",2000 HASTE ST,Berkeley,CA,37.86456,-122.269954
19038130,BURGLARY RESIDENTIAL,07/12/2019 12:00:00 AM,08:00,BURGLARY - RESIDENTIAL,5,02/08/2020 07:00:13 AM,"1100 HEARST AV
Berkeley, CA
(37.870417, -122.292485)",1100 HEARST AV,Berkeley,CA,37.870416999999996,-122.29248500000001
19043321,ROBBERY,08/06/2019 12:00:00 AM,23:50,ROBBERY,2,02/08/2020 07:00:13 AM,"ALCATRAZ AV & CALIFORNIA ST
Berkeley, CA
(37.848152, -122.275807)",ALCATRAZ AV & CALIFORNIA ST,Berkeley,CA,37.848152,-122.275807
19039939,THEFT FROM AUTO,07/18/2019 12:00:00 AM,00:00,LARCENY - FROM VEHICLE,4,02/08/2020 07:00:13 AM,"1600 CURTIS ST
Berkeley, CA
(37.875553, -122.290549)",1600 CURTIS ST,Berkeley,CA,37.875553000000004,-122.290549
19037903,ROBBERY,07/12/2019 12:00:00 AM,15:45,ROBBERY,5,02/08/2020 07:00:09 AM,"2400 DWIGHT WY
Berkeley, CA
(37.864826, -122.260719)",2400 DWIGHT WY,Berkeley,CA,37.864826,-122.260719
19044631,BURGLARY AUTO,08/13/2019 12:00:00 AM,05:00,BURGLARY - VEHICLE,2,02/08/2020 07:00:13 AM,"600 SAN LUIS RD
Berkeley, CA
(37.89977, -122.275237)",600 SAN LUIS RD,Berkeley,CA,37.899770000000004,-122.275237
19091739,BURGLARY AUTO,08/23/2019 12:00:00 AM,13:00,BURGLARY - VEHICLE,5,02/08/2020 07:00:13 AM,"2400 SHATTUCK AV
Berkeley, CA
(37.865772, -122.267643)",2400 SHATTUCK AV,Berkeley,CA,37.865772,-122.26764299999999
19091671,VANDALISM,08/13/2019 12:00:00 AM,10:00,VANDALISM,2,02/08/2020 07:00:13 AM,"1600 HOPKINS ST
Berkeley, CA
(37.882016, -122.281271)",1600 HOPKINS ST,Berkeley,CA,37.882016,-122.28127099999999
19040347,BURGLARY AUTO,07/24/2019 12:00:00 AM,10:30,BURGLARY - VEHICLE,3,02/08/2020 07:00:13 AM,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,Berkeley,CA,37.880228,-122.295798
19042731,VEHICLE STOLEN,08/03/2019 12:00:00 AM,15:30,MOTOR VEHICLE THEFT,6,02/08/2020 07:00:13 AM,"1300 WALNUT ST
Berkeley, CA
(37.883798, -122.268567)",1300 WALNUT ST,Berkeley,CA,37.883798,-122.26856699999999
19091703,BURGLARY AUTO,08/19/2019 12:00:00 AM,18:00,BURGLARY - VEHICLE,1,02/08/2020 07:00:13 AM,"1900 BLAKE ST
Berkeley, CA
(37.862471, -122.271904)",1900 BLAKE ST,Berkeley,CA,37.862471,-122.271904
19048974,2ND RESPONSE,08/31/2019 12:00:00 AM,23:31,NOISE VIOLATION,6,02/08/2020 07:00:14 AM,"2400 PARKER ST
Berkeley, CA
(37.863072, -122.260352)",2400 PARKER ST,Berkeley,CA,37.863071999999995,-122.260352
19091398,THEFT MISD. (UNDER $950),07/08/2019 12:00:00 AM,13:55,LARCENY,1,02/08/2020 07:00:09 AM,"2100 HASTE ST
Berkeley, CA
(37.864908, -122.267289)",2100 HASTE ST,Berkeley,CA,37.864908,-122.26728899999999
19038523,VEHICLE STOLEN,07/15/2019 12:00:00 AM,14:00,MOTOR VEHICLE THEFT,1,02/08/2020 07:00:09 AM,"200 ALVARADO RD
Berkeley, CA
(37.855969, -122.236484)",200 ALVARADO RD,Berkeley,CA,37.855969,-122.236484
19091353,BURGLARY RESIDENTIAL,07/09/2019 12:00:00 AM,15:00,BURGLARY - RESIDENTIAL,2,02/08/2020 07:00:09 AM,"1900 YOLO AV
Berkeley, CA
(37.885032, -122.274324)",1900 YOLO AV,Berkeley,CA,37.885032,-122.274324
19036573,THEFT MISD. (UNDER $950),07/05/2019 12:00:00 AM,21:00,LARCENY,5,02/08/2020 07:00:09 AM,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,Berkeley,CA,37.880228,-122.295798
19048914,DOMESTIC VIOLENCE,08/31/2019 12:00:00 AM,17:00,FAMILY OFFENSE,6,02/08/2020 07:00:14 AM,"UNIVERSITY AV & 6TH ST
Berkeley, CA
(37.867926, -122.297664)",UNIVERSITY AV & 6TH ST,Berkeley,CA,37.867926000000004,-122.29766399999998
19039552,THEFT MISD. (UNDER $950),07/20/2019 12:00:00 AM,10:08,LARCENY,6,02/08/2020 07:00:13 AM,"2100 SHATTUCK AV
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AV,Berkeley,CA,37.871167,-122.268285
19040165,BURGLARY RESIDENTIAL,07/22/2019 12:00:00 AM,04:10,BURGLARY - RESIDENTIAL,1,02/08/2020 07:00:13 AM,"2400 DWIGHT WY
Berkeley, CA
(37.864826, -122.260719)",2400 DWIGHT WY,Berkeley,CA,37.864826,-122.260719
19039627,ROBBERY,07/20/2019 12:00:00 AM,17:00,ROBBERY,6,02/08/2020 07:00:12 AM,"3300 ADELINE ST
Berkeley, CA
(37.848292, -122.271773)",3300 ADELINE ST,Berkeley,CA,37.848292,-122.271773
19048115,BURGLARY AUTO,08/27/2019 12:00:00 AM,22:30,BURGLARY - VEHICLE,2,02/08/2020 07:00:14 AM,"21 MOSSWOOD
Berkeley, CA
(37.870074, -122.248404)",21 MOSSWOOD,Berkeley,CA,37.870074,-122.24840400000001
19036988,ASSAULT/BATTERY MISD.,07/08/2019 12:00:00 AM,07:44,ASSAULT,1,02/08/2020 07:00:09 AM,"2300 ACTON ST
Berkeley, CA
(37.865349, -122.28377)",2300 ACTON ST,Berkeley,CA,37.865349,-122.28376999999999
19091531,BURGLARY AUTO,07/31/2019 12:00:00 AM,13:30,BURGLARY - VEHICLE,3,02/08/2020 07:00:13 AM,"2500 DURANT AV
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AV,Berkeley,CA,37.867852,-122.258699
19036294,BURGLARY AUTO,07/04/2019 12:00:00 AM,07:07,BURGLARY - VEHICLE,4,02/08/2020 07:00:08 AM,"2400 ASHBY AV
Berkeley, CA
(37.856111, -122.260248)",2400 ASHBY AV,Berkeley,CA,37.856111,-122.260248
19043809,DISTURBANCE,08/08/2019 12:00:00 AM,23:50,DISORDERLY CONDUCT,4,02/08/2020 07:00:13 AM,"2500 DURANT AV
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AV,Berkeley,CA,37.867852,-122.258699
19040045,THEFT FELONY (OVER $950),07/22/2019 12:00:00 AM,22:31,LARCENY,1,02/08/2020 07:00:13 AM,"WARRING STREET & DWIGHT WY
Berkeley, CA
(37.865945, -122.250471)",WARRING STREET & DWIGHT WY,Berkeley,CA,37.865945,-122.25047099999999
19048571,THEFT MISD. (UNDER $950),08/29/2019 12:00:00 AM,20:00,LARCENY,4,02/08/2020 07:00:14 AM,"1800 SOLANO AV
Berkeley, CA
(37.891332, -122.279975)",1800 SOLANO AV,Berkeley,CA,37.891332,-122.279975
19042116,THEFT FELONY (OVER $950),08/01/2019 12:00:00 AM,06:30,LARCENY,4,02/08/2020 07:00:13 AM,"2424 MARTIN LUTHER KING JR
Berkeley, CA
(37.86421, -122.272196)",2424 MARTIN LUTHER KING JR,Berkeley,CA,37.86421,-122.272196
19091757,BURGLARY AUTO,08/01/2019 12:00:00 AM,14:50,BURGLARY - VEHICLE,4,02/08/2020 07:00:14 AM,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,Berkeley,CA,37.880228,-122.295798
19040784,BURGLARY COMMERCIAL,07/26/2019 12:00:00 AM,12:15,BURGLARY - COMMERCIAL,5,02/08/2020 07:00:13 AM,"1700 ALCATRAZ AV
Berkeley, CA
(37.848453, -122.273607)",1700 ALCATRAZ AV,Berkeley,CA,37.848453000000006,-122.27360700000001
19037033,VEHICLE STOLEN,07/07/2019 12:00:00 AM,22:00,MOTOR VEHICLE THEFT,0,02/08/2020 07:00:09 AM,"1400 ADDISON ST
Berkeley, CA
(37.869186, -122.283943)",1400 ADDISON ST,Berkeley,CA,37.869186,-122.283943
19091709,BURGLARY AUTO,08/20/2019 12:00:00 AM,01:00,BURGLARY - VEHICLE,2,02/08/2020 07:00:13 AM,"1400 HOPKINS ST
Berkeley, CA
(37.879888, -122.285306)",1400 HOPKINS ST,Berkeley,CA,37.879888,-122.285306
19042349,FRAUD/FORGERY,07/27/2019 12:00:00 AM,10:00,FRAUD,6,02/08/2020 07:00:13 AM,"1200 CAMPUS DR
Berkeley, CA
(37.887741, -122.254539)",1200 CAMPUS DR,Berkeley,CA,37.887741,-122.254539
19038350,BURGLARY RESIDENTIAL,07/13/2019 12:00:00 AM,22:30,BURGLARY - RESIDENTIAL,6,02/08/2020 07:00:09 AM,"1700 SPRUCE ST
Berkeley, CA
(37.876921, -122.265567)",1700 SPRUCE ST,Berkeley,CA,37.876921,-122.26556699999999
19038566,BURGLARY AUTO,07/15/2019 12:00:00 AM,19:30,BURGLARY - VEHICLE,1,02/08/2020 07:00:12 AM,"CAMELIA STREET & 6TH ST
Berkeley, CA
(37.877623, -122.30078)",CAMELIA STREET & 6TH ST,Berkeley,CA,37.877623,-122.30078
19091834,THEFT MISD. (UNDER $950),07/28/2019 12:00:00 AM,12:20,LARCENY,0,02/08/2020 07:00:14 AM,"1900 CURTIS ST
Berkeley, CA
(37.87084, -122.289678)",1900 CURTIS ST,Berkeley,CA,37.87084,-122.28967800000001
19091557,BURGLARY AUTO,08/05/2019 12:00:00 AM,19:45,BURGLARY - VEHICLE,1,02/08/2020 07:00:13 AM,"1328 SIXTH
Berkeley, CA
(37.878284, -122.300994)",1328 SIXTH,Berkeley,CA,37.878284,-122.30099399999999
19044547,THEFT MISD. (UNDER $950),08/12/2019 12:00:00 AM,18:00,LARCENY,1,02/08/2020 07:00:13 AM,"1900 SHATTUCK AV
Berkeley, CA
(37.873687, -122.268616)",1900 SHATTUCK AV,Berkeley,CA,37.873687,-122.268616
19036091,BURGLARY COMMERCIAL,07/03/2019 12:00:00 AM,03:05,BURGLARY - COMMERCIAL,3,02/08/2020 07:00:08 AM,"1500 WALNUT ST
Berkeley, CA
(37.880376, -122.268183)",1500 WALNUT ST,Berkeley,CA,37.880376,-122.26818300000001
19046924,DOMESTIC VIOLENCE,08/23/2019 12:00:00 AM,09:15,FAMILY OFFENSE,5,02/08/2020 07:00:13 AM,"NEILSON STREET &NEILSON ST
Berkeley, CA",NEILSON STREET &NEILSON ST,Berkeley,CA,,
19040004,BURGLARY AUTO,07/21/2019 12:00:00 AM,20:30,BURGLARY - VEHICLE,0,02/08/2020 07:00:13 AM,"1600 PRINCE ST
Berkeley, CA
(37.85177, -122.276489)",1600 PRINCE ST,Berkeley,CA,37.85177,-122.27648899999998
19045175,BURGLARY RESIDENTIAL,08/14/2019 12:00:00 AM,18:00,BURGLARY - RESIDENTIAL,3,02/08/2020 07:00:13 AM,"2300 BLAKE ST
Berkeley, CA
(37.863646, -122.262822)",2300 BLAKE ST,Berkeley,CA,37.863646,-122.262822
19044478,VEHICLE STOLEN,08/09/2019 12:00:00 AM,17:00,MOTOR VEHICLE THEFT,5,02/08/2020 07:00:13 AM,"1900 RUSSELL ST
Berkeley, CA
(37.856132, -122.271292)",1900 RUSSELL ST,Berkeley,CA,37.856132,-122.27129199999999
19091476,BURGLARY AUTO,07/24/2019 12:00:00 AM,15:25,BURGLARY - VEHICLE,3,02/08/2020 07:00:13 AM,"2500 MILVIA ST
Berkeley, CA
(37.86314, -122.269786)",2500 MILVIA ST,Berkeley,CA,37.86314,-122.26978600000001
19048596,VEHICLE STOLEN,08/29/2019 12:00:00 AM,20:30,MOTOR VEHICLE THEFT,4,02/08/2020 07:00:14 AM,"1600 SPRUCE ST
Berkeley, CA
(37.878864, -122.265718)",1600 SPRUCE ST,Berkeley,CA,37.878864,-122.26571799999999
19039536,BURGLARY AUTO,07/19/2019 12:00:00 AM,18:30,BURGLARY - VEHICLE,5,02/08/2020 07:00:13 AM,"2700 BENVENUE AV
Berkeley, CA
(37.861591, -122.254736)",2700 BENVENUE AV,Berkeley,CA,37.861591,-122.25473600000001
19036900,VEHICLE STOLEN,07/06/2019 12:00:00 AM,17:30,MOTOR VEHICLE THEFT,6,02/08/2020 07:00:08 AM,"1200 HENRY ST
Berkeley, CA
(37.88548, -122.2713)",1200 HENRY ST,Berkeley,CA,37.88548,-122.2713
19041046,VEHICLE STOLEN,07/24/2019 12:00:00 AM,05:30,MOTOR VEHICLE THEFT,3,02/08/2020 07:00:13 AM,"CEDAR STREET & EASTSHORE HW
Berkeley, CA
(37.872965, -122.305264)",CEDAR STREET & EASTSHORE HW,Berkeley,CA,37.872965,-122.305264
19047525,DOMESTIC VIOLENCE,08/25/2019 12:00:00 AM,20:00,FAMILY OFFENSE,0,02/08/2020 07:00:13 AM,"1600 DERBY ST
Berkeley, CA
(37.859006, -122.277874)",1600 DERBY ST,Berkeley,CA,37.859006,-122.277874
19039833,VEHICLE STOLEN,07/21/2019 12:00:00 AM,16:00,MOTOR VEHICLE THEFT,0,02/08/2020 07:00:12 AM,"2700 9TH ST
Berkeley, CA
(37.857336, -122.290797)",2700 9TH ST,Berkeley,CA,37.857336,-122.290797
